player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
Leopold Zingerle,1000000,de GER,25,185,Bundesliga,0,Paderborn 07,Goalkeeper,Goalkeeper,right,28,28,2520,4,22,5,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1217,82.5,686,99.3,1301,3657,1664,1,1,0,0,1,1,172,95,0.633,1,1,0,0,2
Ben Zolinski,72500,de GER,27,181,Bundesliga,0,Paderborn 07,Forward,Second Striker,right,28,14,1210,4,22,0,2.9,1.9,3,2,19,7,2,19,47.4,20,35.1,364,75.3,365,63.4,514,1595,870,19,16,3,5,16,6,77,0,0.0,0,3,0,20,1
Adil Aouchiche,5000000,fr FRA,17,181,Ligue 1,1,Paris S-G,Midfielder,Attacking Midfield,right,1,1,64,22,3,0,0.0,0.0,0,0,0,0,0,3,100.0,0,0.0,31,77.4,29,80.6,40,133,49,3,3,0,0,2,2,6,0,0.0,0,0,0,0,0
Alphonse Areola,13000000,fr FRA,26,195,Ligue 1,1,Paris S-G,Goalkeeper,Goalkeeper,right,3,3,270,22,3,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,58,96.6,28,93.3,60,152,87,0,0,0,0,0,0,15,2,0.5,0,0,0,0,0
Mitchel Bakker,90000,nl NED,19,185,Ligue 1,1,Paris S-G,Defender,Left-Back,left,1,1,90,22,3,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,94,96.8,86,97.7,100,278,80,1,1,0,0,3,3,5,0,0.0,0,1,0,1,0
Juan Bernat,16000000,es ESP,26,170,Ligue 1,1,Paris S-G,Defender,Left-Back,left,18,16,1388,22,3,0,0.5,2.3,0,4,6,1,6,49,65.3,10,28.6,1122,90.1,934,92.5,1303,4295,2550,31,28,3,30,43,21,118,0,0.0,0,5,0,16,0
Marcin Bulka,900,pl POL,19,199,Ligue 1,1,Paris S-G,Goalkeeper,Goalkeeper,right,1,1,90,22,3,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,18,94.4,8,100.0,20,26,6,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0
Edinson Cavani,20000000,uy URU,32,184,Ligue 1,1,Paris S-G,Forward,Centre-Forward,right,14,7,605,22,3,0,7.6,1.5,4,1,28,10,2,7,85.7,4,40.0,140,85.7,148,61.9,205,412,178,7,6,1,0,6,4,24,0,0.0,0,2,0,6,0
Colin Dagba,16000000,fr FRA,20,170,Ligue 1,1,Paris S-G,Defender,Right-Back,right,10,7,668,22,3,0,0.0,0.6,0,0,2,0,1,13,69.2,1,16.7,414,89.9,323,92.0,467,2030,1157,12,11,1,11,7,4,51,0,0.0,0,1,0,10,0
Ăngel Di MarĂ­a,32000000,ar ARG,31,180,Ligue 1,1,Paris S-G,Forward,Right Winger,left,26,23,2000,22,3,0,9.1,13.9,8,14,73,22,25,136,52.9,1,20.0,1290,72.9,1235,87.8,1593,8241,4835,20,17,3,1,21,13,142,0,0.0,0,2,0,43,0
Abdou Diallo,28000000,fr FRA,23,187,Ligue 1,1,Paris S-G,Defender,Centre-Back,left,16,14,1201,22,3,0,0.8,0.1,0,1,5,2,1,21,81.0,17,60.7,1061,92.9,906,98.2,1169,5367,3369,22,16,6,40,17,10,123,0,0.0,0,4,0,6,0
Julian Draxler,24000000,de GER,25,187,Ligue 1,1,Paris S-G,Midfielder,Attacking Midfield,right,11,7,686,22,3,0,1.5,1.9,0,4,13,6,8,21,61.9,3,75.0,485,88.9,444,90.4,560,2862,1591,13,11,2,3,12,8,59,0,0.0,0,5,0,11,0
Idrissa Gana Gueye,24000000,sn SEN,29,174,Ligue 1,1,Paris S-G,Midfielder,Defensive Midfield,right,20,19,1653,22,3,0,1.2,3.0,1,2,11,3,6,35,65.7,17,56.7,1590,92.3,1423,96.0,1807,6649,3335,31,26,5,18,75,47,195,0,0.0,0,2,0,20,0
Ander Herrera,16000000,es ESP,29,182,Ligue 1,1,Paris S-G,Midfielder,Central Midfield,right,8,6,547,22,3,0,0.2,0.5,1,1,6,2,2,5,60.0,4,44.4,503,92.6,455,95.0,564,1837,968,7,5,2,5,21,10,50,0,0.0,0,0,0,5,0
Mauro Icardi,60000000,ar ARG,26,181,Ligue 1,1,Paris S-G,Forward,Centre-Forward,right,20,14,1267,22,3,0,9.9,2.6,12,2,36,20,9,9,55.6,7,30.4,178,83.7,195,50.4,284,731,301,10,8,2,10,6,4,31,0,0.0,0,0,0,9,0
Thilo Kehrer,28000000,de GER,22,186,Ligue 1,1,Paris S-G,Defender,Centre-Back,right,7,5,480,22,3,0,0.3,0.3,1,0,4,3,1,2,0.0,12,54.5,402,93.5,335,97.1,428,1789,906,3,2,1,5,10,6,52,0,0.0,0,0,0,2,0
Presnel Kimpembe,28000000,fr FRA,23,189,Ligue 1,1,Paris S-G,Defender,Centre-Back,left,16,14,1225,22,3,0,0.4,0.1,0,0,6,2,0,13,92.3,24,68.6,1119,94.8,941,99.1,1227,4802,2537,14,9,5,36,41,25,155,0,0.0,0,6,0,2,1
Nianzou Kouassi,11000000,fr FRA,17,187,Ligue 1,1,Paris S-G,Defender,Centre-Back,right,6,4,452,22,3,0,0.4,0.2,2,0,2,2,0,2,100.0,11,73.3,336,92.0,295,97.7,368,1297,706,6,4,2,5,5,4,48,0,0.0,0,1,0,3,0
Layvin Kurzawa,12000000,fr FRA,26,182,Ligue 1,1,Paris S-G,Defender,Left-Back,left,14,9,858,22,3,0,0.6,0.2,1,0,6,3,3,17,64.7,20,58.8,671,90.2,544,95.4,798,2099,1164,23,22,1,25,22,9,84,0,0.0,0,4,0,19,1
Marquinhos,70000000,br BRA,25,183,Ligue 1,1,Paris S-G,Defender,Centre-Back,right,19,15,1476,22,3,0,1.8,0.5,3,1,11,3,3,10,90.0,41,56.2,1294,93.3,1105,97.3,1453,5233,2616,34,24,10,44,43,25,179,0,0.0,0,1,0,10,2
Eric Maxim Choupo-Moting,4000000,cm CMR,30,191,Ligue 1,1,Paris S-G,Forward,Centre-Forward,right,9,5,451,22,3,0,2.4,0.6,3,1,18,7,5,18,66.7,5,50.0,112,82.1,135,65.5,180,752,387,3,3,0,3,10,4,22,0,0.0,0,0,0,14,0
Kylian MbappĂ©,180000000,fr FRA,20,178,Ligue 1,1,Paris S-G,Forward,Left Winger,right,20,17,1513,22,3,0,17.1,8.5,18,5,88,49,12,115,51.3,4,50.0,671,76.8,813,78.2,937,5887,4153,8,5,3,1,4,2,69,0,0.0,0,0,0,43,0
LoĂŻc Mbe Soh,4000000,fr FRA,18,187,Ligue 1,1,Paris S-G,Defender,Centre-Back,right,1,1,58,22,3,0,0.0,0.0,0,0,0,0,0,1,0.0,1,33.3,77,92.2,69,97.2,83,142,66,0,0,0,0,2,1,6,0,0.0,0,0,0,0,0
Thomas Meunier,24000000,be BEL,27,191,Ligue 1,1,Paris S-G,Defender,Right-Back,right,16,14,1242,22,3,0,0.4,1.9,0,1,4,2,3,19,47.4,14,51.9,925,83.5,671,91.2,1040,3746,2154,30,25,5,25,28,16,143,0,0.0,0,3,0,7,0
Keylor Navas,8000000,cr CRC,32,185,Ligue 1,1,Paris S-G,Goalkeeper,Goalkeeper,right,21,21,1890,22,3,11,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,544,86.0,283,99.3,578,1080,572,0,0,0,0,0,0,68,46,0.723,0,0,0,0,0
Neymar,128000000,br BRA,27,175,Ligue 1,1,Paris S-G,Forward,Left Winger,right,15,15,1318,22,3,0,12.7,5.9,13,6,64,31,17,151,57.0,5,50.0,961,79.0,1085,87.6,1307,8390,5030,10,10,0,1,14,7,89,0,0.0,0,4,1,66,0
Leandro Paredes,20000000,ar ARG,25,180,Ligue 1,1,Paris S-G,Midfielder,Central Midfield,right,17,8,814,22,3,0,0.5,0.2,0,0,18,5,2,14,92.9,7,63.6,913,93.8,821,98.4,1002,3495,1934,14,12,2,13,27,17,90,0,0.0,0,2,0,4,1
Sergio Rico,8000000,es ESP,25,195,Ligue 1,1,Paris S-G,Goalkeeper,Goalkeeper,right,2,2,180,22,3,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,49,77.6,20,100.0,55,73,46,0,0,0,0,0,0,8,7,0.636,0,0,0,0,2
Pablo Sarabia,28000000,es ESP,27,174,Ligue 1,1,Paris S-G,Forward,Right Winger,left,21,13,1164,22,3,0,4.0,2.9,4,3,32,10,5,19,52.6,4,26.7,677,77.4,669,82.3,824,3413,1981,12,11,1,7,18,10,66,0,0.0,0,1,0,14,0
Thiago Silva,4000000,br BRA,34,183,Ligue 1,1,Paris S-G,Defender,Centre-Back,right,21,20,1571,22,3,0,0.2,0.0,0,0,6,2,2,7,42.9,31,60.8,1502,95.9,1292,98.8,1666,6214,4022,27,10,17,71,33,21,184,0,0.0,0,1,0,2,2
Marco Verratti,60000000,it ITA,26,165,Ligue 1,1,Paris S-G,Midfielder,Central Midfield,right,20,15,1482,22,3,0,0.2,3.0,0,5,1,0,13,28,85.7,8,47.1,1733,92.7,1536,96.4,1870,6492,3380,25,23,2,9,58,43,169,0,0.0,0,6,0,20,0
Arthur Zagre,6000000,fr FRA,17,168,Ligue 1,1,Paris S-G,Defender,Left-Back,left,1,0,25,22,3,0,0.0,0.0,0,0,0,0,0,3,100.0,0,0.0,15,80.0,15,93.8,20,119,80,0,0,0,0,2,0,1,0,0.0,0,0,0,0,0
Bruno Alves,80000,pt POR,37,189,Serie A,0,Parma,Defender,Centre-Back,right,33,31,2671,14,17,0,1.0,0.5,0,0,23,1,0,3,66.7,88,79.3,1312,83.5,981,97.5,1608,5611,3055,40,14,26,189,23,11,256,0,0.0,0,4,0,2,3
Antonino BarillĂ ,1000000,it ITA,31,180,Serie A,0,Parma,Midfielder,Central Midfield,left,26,20,1688,14,17,0,1.2,2.1,1,2,16,3,4,17,41.2,16,48.5,521,77.2,455,83.6,732,2264,1165,41,35,6,35,48,33,110,0,0.0,0,6,0,16,0
GastĂłn Brugman,2000000,uy URU,26,175,Serie A,0,Parma,Midfielder,Defensive Midfield,right,23,17,1458,14,17,0,0.2,1.1,0,2,10,1,3,15,60.0,10,66.7,678,83.6,477,92.6,828,2842,1607,35,22,13,26,51,36,163,0,0.0,0,5,0,11,2
Gianluca Caprari,6000000,it ITA,26,171,Serie A,0,Parma,Forward,Second Striker,right,12,7,589,14,17,0,2.5,1.4,2,0,15,6,3,22,59.1,2,18.2,212,79.7,206,77.4,292,1728,970,10,8,2,0,4,4,40,0,0.0,0,1,0,13,0
Simone Colombi,65000,it ITA,28,188,Serie A,0,Parma,Goalkeeper,Goalkeeper,right,4,4,360,14,17,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,98,83.7,31,96.9,113,101,53,0,0,0,0,0,0,13,14,0.824,0,0,0,0,0
Andreas Cornelius,8000000,dk DEN,26,193,Serie A,0,Parma,Forward,Centre-Forward,left,26,17,1494,14,17,0,7.2,1.6,12,3,45,20,5,31,58.1,93,60.4,413,70.9,487,58.5,648,2256,883,6,5,1,27,8,6,78,0,0.0,0,1,0,38,0
Matteo Darmian,6000000,it ITA,29,183,Serie A,0,Parma,Defender,Right-Back,right,33,30,2685,14,17,0,0.8,0.8,1,1,7,2,3,30,46.7,33,50.0,1521,79.4,1017,92.4,1828,4754,2915,73,53,20,84,72,39,254,0,0.0,0,6,0,16,0
Kastriot Dermaku,80000,al ALB,27,194,Serie A,0,Parma,Defender,Centre-Back,right,16,10,1026,14,17,0,0.8,0.0,0,0,3,2,0,2,100.0,29,72.5,377,85.1,282,96.9,501,1696,976,27,9,18,75,9,6,77,0,0.0,0,2,0,2,0
Riccardo Gagliolo,2000000,se SWE,29,180,Serie A,0,Parma,Defender,Left-Back,left,32,31,2604,14,17,0,2.6,2.3,3,2,31,8,7,23,69.6,17,37.0,1357,75.2,947,94.9,1686,4858,3083,75,57,18,107,60,39,233,0,0.0,0,7,0,10,0
Gervinho,5000000,ci CIV,32,179,Serie A,0,Parma,Forward,Left Winger,right,31,27,2270,14,17,0,8.9,2.3,7,4,56,22,12,104,57.7,2,18.2,512,78.5,624,64.5,775,6832,4612,7,7,0,1,8,7,84,0,0.0,0,3,0,56,0
Alberto Grassi,5000000,it ITA,24,183,Serie A,0,Parma,Midfielder,Central Midfield,right,16,6,641,14,17,0,0.4,0.2,1,1,8,2,2,9,44.4,6,54.5,256,84.8,210,87.5,340,1068,550,16,12,4,9,10,7,66,0,0.0,0,6,0,5,0
Hernani,5500000,br BRA,25,188,Serie A,0,Parma,Midfielder,Defensive Midfield,both,32,27,2419,14,17,0,1.2,1.8,0,4,35,9,12,57,70.2,33,58.9,1043,75.0,800,90.7,1396,5212,2775,81,71,10,54,75,47,221,0,0.0,0,10,0,26,1
Simone Iacoponi,1000000,it ITA,32,180,Serie A,0,Parma,Defender,Centre-Back,right,36,34,3053,14,17,0,0.9,0.3,2,0,10,2,2,11,63.6,50,43.1,1374,85.2,1058,97.8,1702,5881,3603,59,21,38,170,52,32,225,0,0.0,0,7,0,8,2
Roberto Inglese,12000000,it ITA,27,186,Serie A,0,Parma,Forward,Centre-Forward,right,17,8,766,14,17,0,4.3,0.3,4,0,23,11,1,16,62.5,12,37.5,153,66.7,178,50.3,262,947,351,10,8,2,1,10,7,41,0,0.0,0,1,0,19,0
Yann Karamoh,9000000,fr FRA,21,185,Serie A,0,Parma,Forward,Right Winger,right,14,5,573,14,17,0,0.6,0.9,1,1,11,4,3,26,57.7,1,10.0,149,71.8,175,71.7,244,1179,639,8,8,0,4,8,5,36,0,0.0,0,0,0,12,0
Juraj Kucka,4000000,sk SVK,32,186,Serie A,0,Parma,Midfielder,Central Midfield,right,26,22,1932,14,17,0,4.6,1.9,6,3,45,10,10,62,67.7,83,55.7,729,69.7,687,77.1,1049,3493,1810,36,29,7,40,51,35,180,0,0.0,0,5,1,25,0
Dejan Kulusevski,31000000,se SWE,19,186,Serie A,0,Parma,Forward,Right Winger,left,36,33,2930,14,17,0,6.7,9.0,10,8,59,24,16,150,56.0,12,26.1,1157,78.2,1168,73.6,1646,11887,7331,36,33,3,13,38,21,249,0,0.0,0,3,0,89,0
Jasmin KurtiÄ‡,3500000,si SVN,30,186,Serie A,0,Parma,Midfielder,Central Midfield,right,20,18,1664,14,17,0,0.8,1.7,2,1,24,7,2,10,60.0,23,59.0,810,84.1,684,90.2,971,4488,2480,30,25,5,31,37,20,133,0,0.0,0,5,0,9,0
Vincent Laurini,1000000,fr FRA,30,173,Serie A,0,Parma,Defender,Right-Back,right,15,10,884,14,17,0,0.0,1.1,0,2,0,0,2,11,81.8,7,35.0,535,80.7,375,96.6,637,2201,1271,18,14,4,30,29,23,64,0,0.0,0,4,0,13,1
Giuseppe Pezzella,2000000,it ITA,21,187,Serie A,0,Parma,Defender,Left-Back,left,22,8,949,14,17,0,0.1,0.2,0,0,3,1,1,18,61.1,9,45.0,487,75.4,349,91.4,611,2472,1577,29,20,9,35,17,6,72,0,0.0,0,2,0,10,0
Vasco Regini,72500,it ITA,28,185,Serie A,0,Parma,Defender,Left-Back,left,2,0,51,14,17,0,0.0,0.0,0,0,0,0,0,0,0.0,2,100.0,22,95.5,20,100.0,26,60,40,0,0,0,3,0,0,1,0,0.0,0,0,0,0,0
Matteo Scozzarella,80000,it ITA,31,170,Serie A,0,Parma,Midfielder,Defensive Midfield,right,16,12,920,14,17,0,0.1,1.2,0,3,4,1,4,14,57.1,3,42.9,489,79.1,322,94.7,619,1765,861,28,15,13,34,22,15,114,0,0.0,0,2,0,5,0
Luigi Sepe,4000000,it ITA,28,185,Serie A,0,Parma,Goalkeeper,Goalkeeper,left,34,34,3060,14,17,5,0.0,0.4,0,0,0,0,0,0,0.0,0,0.0,1138,73.9,478,99.6,1210,2049,1500,0,0,0,0,1,0,118,134,0.745,3,1,0,0,1
Luca Siligardi,55000,it ITA,31,180,Serie A,0,Parma,Forward,Right Winger,left,12,3,337,14,17,0,0.7,0.1,0,1,11,3,2,11,54.5,7,63.6,151,68.9,126,79.2,209,919,393,8,8,0,1,7,3,44,0,0.0,0,0,0,8,0
Mattia Sprocati,1000000,it ITA,26,178,Serie A,0,Parma,Forward,Right Winger,both,20,4,590,14,17,0,1.1,0.2,1,0,14,6,0,18,44.4,3,37.5,207,70.0,193,73.4,282,1445,883,10,9,1,2,4,3,52,0,0.0,0,0,0,4,0
Tyler Adams,11000000,us USA,20,176,Bundesliga,1,RB Leipzig,Midfielder,Defensive Midfield,right,14,10,953,18,4,0,0.4,0.5,0,0,7,1,2,11,54.5,10,38.5,699,85.1,554,92.0,813,2484,1118,22,21,1,16,23,12,106,0,0.0,0,0,0,13,0
Ethan Ampadu,9000000,wal WAL,18,182,Bundesliga,1,RB Leipzig,Defender,Centre-Back,right,3,0,81,18,4,0,0.2,0.0,0,0,1,0,0,0,0.0,3,100.0,78,94.9,69,100.0,93,369,237,2,1,1,7,5,3,8,0,0.0,0,0,0,0,0
AngeliĂ±o,25000000,es ESP,22,171,Bundesliga,1,RB Leipzig,Defender,Left-Back,left,13,12,1095,18,4,0,0.7,2.3,1,2,5,0,5,27,77.8,10,38.5,426,78.6,532,90.0,891,2682,1514,4,4,0,18,8,5,118,0,0.0,0,2,0,9,0
Matheus Cunha,13000000,br BRA,20,184,Bundesliga,1,RB Leipzig,Forward,Second Striker,right,10,2,279,18,4,0,2.2,0.3,0,1,16,7,1,11,63.6,6,40.0,96,77.1,110,62.5,156,768,434,5,3,2,0,7,4,26,0,0.0,0,0,0,9,0
Diego Demme,13000000,de GER,27,170,Bundesliga,1,RB Leipzig,Midfielder,Defensive Midfield,right,17,14,1211,18,4,0,0.4,1.1,0,0,4,2,2,21,57.1,10,37.0,1076,86.7,939,93.5,1235,4316,2298,29,27,2,26,45,28,139,0,0.0,0,3,0,18,1
Emil Forsberg,22000000,se SWE,27,179,Bundesliga,1,RB Leipzig,Forward,Left Winger,right,22,14,1141,18,4,0,4.3,2.7,5,2,24,8,4,31,83.9,7,31.8,538,79.7,514,78.5,675,3287,1721,19,19,0,4,19,12,69,0,0.0,0,1,0,20,0
PĂ©ter GulĂˇcsi,9000000,hu HUN,29,190,Bundesliga,1,RB Leipzig,Goalkeeper,Goalkeeper,right,32,32,2880,18,4,10,0.0,1.0,0,1,0,0,2,1,100.0,0,0.0,1268,80.0,694,99.1,1347,2654,1218,0,0,0,2,0,0,212,82,0.726,0,0,0,0,2
Amadou Haidara,15000000,ml MLI,21,175,Bundesliga,1,RB Leipzig,Midfielder,Central Midfield,right,19,5,756,18,4,0,0.8,2.6,0,1,18,6,3,26,69.2,15,46.9,558,86.7,491,86.6,680,2541,1435,18,16,2,8,32,21,109,0,0.0,0,1,0,12,1
Marcel Halstenberg,17000000,de GER,27,188,Bundesliga,1,RB Leipzig,Defender,Left-Back,left,29,28,2520,18,4,0,2.3,2.9,3,3,31,9,11,34,70.6,62,69.7,1909,84.1,1388,94.4,2195,7378,4437,56,46,10,92,50,20,331,0,0.0,0,6,1,15,0
Stefan Ilsanker,2000000,at AUT,30,189,Bundesliga,1,RB Leipzig,Midfielder,Defensive Midfield,right,6,5,418,18,4,0,0.7,0.1,0,0,6,0,0,2,50.0,15,75.0,362,90.6,303,98.7,420,1269,762,9,6,3,33,3,3,58,0,0.0,0,2,0,0,0
Kevin Kampl,17000000,si SVN,28,178,Bundesliga,1,RB Leipzig,Midfielder,Central Midfield,right,11,8,675,18,4,0,0.6,2.8,2,2,6,3,2,12,66.7,2,25.0,520,88.1,443,94.9,584,2654,1109,11,9,2,3,19,14,70,0,0.0,0,1,0,8,1
Lukas Klostermann,28000000,de GER,23,189,Bundesliga,1,RB Leipzig,Defender,Centre-Back,right,31,31,2643,18,4,0,3.0,1.7,3,1,12,6,4,23,73.9,53,57.6,1803,86.1,1373,95.6,2095,7548,3975,66,49,17,116,48,26,337,0,0.0,0,1,0,18,3
Ibrahima KonatĂ©,40000000,fr FRA,20,194,Bundesliga,1,RB Leipzig,Defender,Centre-Back,right,8,6,569,18,4,0,0.1,0.1,0,0,1,0,0,5,80.0,18,85.7,342,88.6,264,97.8,414,1810,1005,9,6,3,43,13,7,72,0,0.0,0,2,0,2,1
Tom KrauĂź,30000,de GER,18,182,Bundesliga,1,RB Leipzig,Midfielder,Defensive Midfield,right,1,0,4,18,4,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5,100.0,4,100.0,7,1,0,1,1,0,0,1,1,1,0,0.0,0,0,0,0,0
Konrad Laimer,24000000,at AUT,22,180,Bundesliga,1,RB Leipzig,Midfielder,Central Midfield,right,29,26,2115,18,4,0,0.8,2.8,2,6,10,6,18,51,68.6,21,42.9,1295,82.4,1039,90.9,1593,5726,3233,60,54,6,24,99,60,270,0,0.0,0,8,1,24,0
Ademola Lookman,13000000,eng ENG,21,174,Bundesliga,1,RB Leipzig,Forward,Left Winger,right,11,1,309,18,4,0,1.0,0.5,0,0,10,1,0,16,43.8,1,25.0,152,76.3,147,82.6,211,1291,806,3,3,0,0,8,5,34,0,0.0,0,0,0,7,0
Nordi Mukiele,20000000,fr FRA,21,187,Bundesliga,1,RB Leipzig,Defender,Right-Back,right,25,21,1783,18,4,0,2.4,1.3,3,1,21,6,6,27,44.4,49,79.0,1285,77.7,961,91.4,1571,4693,2651,37,33,4,80,66,38,214,0,0.0,0,1,0,15,0
Yvon Mvogo,2000000,ch SUI,25,186,Bundesliga,1,RB Leipzig,Goalkeeper,Goalkeeper,right,2,2,180,18,4,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,79,86.1,49,100.0,82,196,73,0,0,0,0,0,0,15,2,0.4,0,0,0,0,0
Christopher Nkunku,28000000,fr FRA,21,175,Bundesliga,1,RB Leipzig,Midfielder,Attacking Midfield,right,32,21,1925,18,4,0,7.5,8.9,5,13,52,23,22,97,56.7,24,35.8,841,79.2,768,75.6,1145,5748,3618,37,34,3,12,29,22,128,0,0.0,0,2,0,37,0
Dani Olmo,33000000,es ESP,21,179,Bundesliga,1,RB Leipzig,Midfielder,Attacking Midfield,right,12,9,747,18,4,0,1.3,1.4,3,1,21,6,2,21,42.9,16,59.3,372,75.0,361,79.5,489,1524,826,10,9,1,7,19,16,64,0,0.0,0,1,0,16,0
Willi Orban,16000000,hu HUN,26,186,Bundesliga,1,RB Leipzig,Defender,Centre-Back,right,12,9,856,18,4,0,0.6,0.1,1,0,7,3,0,4,75.0,39,67.2,570,89.3,442,95.3,715,2232,1289,17,10,7,77,22,16,108,0,0.0,0,0,0,2,1
Yussuf Poulsen,24000000,dk DEN,25,192,Bundesliga,1,RB Leipzig,Forward,Centre-Forward,right,22,12,1222,18,4,0,5.8,1.8,5,6,33,10,9,25,52.0,36,40.0,339,70.5,399,55.7,548,1871,957,18,14,4,13,13,11,64,0,0.0,0,2,0,31,0
Marcel Sabitzer,32000000,at AUT,25,177,Bundesliga,1,RB Leipzig,Forward,Right Winger,right,32,30,2499,18,4,0,7.1,4.6,9,7,71,24,12,39,64.1,20,45.5,1532,75.9,1293,85.9,1825,5918,3170,34,29,5,29,38,29,263,0,0.0,0,4,0,37,0
Marcelo Saracchi,9000000,uy URU,21,172,Bundesliga,1,RB Leipzig,Defender,Left-Back,left,4,1,179,18,4,0,0.5,0.3,1,0,3,1,0,7,71.4,4,57.1,127,71.7,89,92.7,157,636,402,3,2,1,5,6,3,26,0,0.0,0,1,0,0,0
Patrik Schick,20000000,cz CZE,23,187,Bundesliga,1,RB Leipzig,Forward,Centre-Forward,left,22,15,1298,18,4,0,6.0,3.0,10,2,49,18,5,41,48.8,51,53.1,322,68.3,404,61.6,534,1435,683,14,10,4,13,7,4,48,0,0.0,0,3,0,22,0
Dayot Upamecano,45000000,fr FRA,20,186,Bundesliga,1,RB Leipzig,Defender,Centre-Back,right,28,27,2357,18,4,0,1.8,0.8,0,1,14,4,5,32,81.3,61,65.6,1966,89.8,1575,98.6,2240,12046,6780,45,28,17,107,56,44,353,0,0.0,0,8,1,21,2
Timo Werner,64000000,de GER,23,181,Bundesliga,1,RB Leipzig,Forward,Centre-Forward,right,34,33,2795,18,4,0,22.3,8.8,28,8,117,59,19,110,60.0,9,24.3,1065,71.7,1159,69.7,1455,7326,4622,17,15,2,5,14,11,161,0,0.0,0,4,0,50,1
Hannes Wolf,11000000,at AUT,20,179,Bundesliga,1,RB Leipzig,Midfielder,Attacking Midfield,left,5,0,58,18,4,0,0.0,0.0,0,0,0,0,0,1,0.0,1,33.3,27,66.7,27,65.9,36,110,55,0,0,0,0,3,2,4,0,0.0,0,0,0,1,0
Alphonse Areola,13000000,fr FRA,26,195,La Liga,1,Real Madrid,Goalkeeper,Goalkeeper,right,4,4,360,26,3,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,135,84.4,62,100.0,142,342,190,0,0,0,0,0,0,24,2,0.5,0,1,0,1,0
Marco Asensio,32000000,es ESP,23,182,La Liga,1,Real Madrid,Forward,Left Winger,left,9,3,336,26,3,0,1.7,1.0,3,1,9,5,1,8,75.0,3,37.5,163,82.2,165,75.7,203,989,502,2,2,0,3,5,4,19,0,0.0,0,0,0,8,0
Gareth Bale,32000000,wal WAL,30,185,La Liga,1,Real Madrid,Forward,Right Winger,left,16,12,1089,26,3,0,3.5,1.3,2,2,34,13,7,30,56.7,22,64.7,480,75.0,512,79.5,618,3224,1851,16,14,2,9,10,7,42,0,0.0,0,4,1,16,0
Karim Benzema,32000000,fr FRA,31,184,La Liga,1,Real Madrid,Forward,Centre-Forward,both,37,36,3141,26,3,0,17.5,8.4,21,8,118,54,17,72,54.2,28,36.8,1329,84.2,1406,69.7,1688,6925,3619,16,13,3,25,17,13,126,0,0.0,0,0,0,42,1
Dani Carvajal,40000000,es ESP,27,173,La Liga,1,Real Madrid,Defender,Right-Back,right,31,31,2738,26,3,0,2.7,4.3,1,5,20,9,6,57,52.6,27,45.8,2432,84.6,1865,94.4,2739,8696,5122,71,57,14,36,70,53,329,0,0.0,0,11,0,27,1
Casemiro,65000000,br BRA,27,185,La Liga,1,Real Madrid,Midfielder,Defensive Midfield,right,35,35,3088,26,3,0,3.6,0.4,4,3,44,12,7,33,69.7,92,63.9,2186,83.5,1734,94.8,2615,6120,3365,83,70,13,79,112,75,490,0,0.0,0,12,0,24,0
Thibaut Courtois,48000000,be BEL,27,199,La Liga,1,Real Madrid,Goalkeeper,Goalkeeper,left,34,34,3060,26,3,18,0.1,0.0,0,0,1,1,0,0,0.0,1,100.0,1084,78.3,572,99.5,1153,3238,1408,0,0,0,3,0,0,161,74,0.789,0,1,0,0,2
Brahim DĂ­az,13000000,es ESP,19,171,La Liga,1,Real Madrid,Midfielder,Attacking Midfield,both,6,0,65,26,3,0,0.4,0.0,0,0,3,2,0,7,28.6,0,0.0,40,87.5,53,81.5,63,373,275,1,1,0,0,1,1,6,0,0.0,0,1,0,3,0
Eden Hazard,80000000,be BEL,28,175,La Liga,1,Real Madrid,Forward,Left Winger,both,16,14,1077,26,3,0,2.4,2.6,1,3,19,14,8,66,62.1,5,55.6,611,85.4,667,83.1,787,5106,3309,9,9,0,0,9,7,75,0,0.0,0,0,0,36,0
Isco,20000000,es ESP,27,176,La Liga,1,Real Madrid,Midfielder,Attacking Midfield,right,23,15,1181,26,3,0,1.5,2.1,1,2,23,13,7,54,63.0,5,23.8,856,85.9,849,86.1,1002,4833,2615,17,16,1,2,14,8,80,0,0.0,0,2,0,18,0
